GV,3.7946688864928944
VK,3.7462606162082777
GP,3.7120987793338216
BV,3.697861677927246
JE,3.6877226447126903
DP,3.684761209056565
PU,3.682540585485943
GZ,3.679716124414307
KN,3.6789833158994094
ZB,3.678595838133014
VX,3.6773438859647114
MJ,3.675520189759897
JP,3.674955732642839
VC,3.6743925686806067
VN,3.669898121693335
BN,3.664770119074475
JK,3.6636619186411994
IZ,3.656018948459471
JV,3.65462456899385
VM,3.6537526468562427
JL,3.6510719706734673
DZ,3.650415520462534
VD,3.6433111879869884
PC,3.642789253171379
CU,3.642157122389115
JX,3.641767682149004
LP,3.6407152335480566
KV,3.6402325382489815
VG,3.63826998610468
ZL,3.6346144809333425
CP,3.6338412492661103
JC,3.632483859485433
GI,3.628835136524389
MZ,3.627777136484639
GD,3.627702737812171
UV,3.6269516604177445
KP,3.6268038074654583
UG,3.6231124225481834
KJ,3.6225447445168206
IB,3.619530517620872
JZ,3.618864126906259
PZ,3.615987286763434
VZ,3.615637456524419
ZH,3.6139918449260526
DX,3.613854455134621
PV,3.6089900594325006
XL,3.6065327923994306
VJ,3.6044398141305463
PX,3.602839499530897
DU,3.6025879017440237
KK,3.5960595757297895
LU,3.5960433662283857
XM,3.5952630147826103
UJ,3.5946966880772915
GL,3.5946949078931674
XV,3.5939237271189293
XP,3.593730596847109
LZ,3.5898703444003766
MX,3.589128800968694
XG,3.5887397381034027
GM,3.5884213771779545
XD,3.5838676199781547
DJ,3.5828025847434133
PL,3.582496912466923
DV,3.581880196747098
ZJ,3.581499541335759
DK,3.5807869416109157
BG,3.580747922374293
VV,3.580011794678263
EU,3.577649197115133
ZI,3.5776168349509194
LJ,3.577383919386707
NU,3.573830489131381
UC,3.5732989644199984
UP,3.573129024627391
UK,3.5701968540273854
ZG,3.5701097129858907
DI,3.5700155676358913
ZM,3.5697860619588044
NX,3.5694079372796623
KL,3.5674780384025486
BI,3.5665305119232027
AZ,3.565973424370102
BX,3.562958496823353
PK,3.561374143240687
BP,3.55854656250592
KZ,3.5582664170216067
HZ,3.556237354223606
GN,3.5518871871243887
JB,3.551774465241271
JA,3.5505308696681186
BJ,3.5472812666209506
UZ,3.5464708305000405
BZ,3.544769851635266
BC,3.540110944627218
ZA,3.5387972648324197
UB,3.5384199791761612
ZU,3.538319457124429
PI,3.538010650585226
IG,3.5373900623828254
ZK,3.5373243603100737
DC,3.5372895434372897
LX,3.536686986894584
AG,3.5334136259700917
UD,3.5329637227392188
GX,3.5317128709941197
JJ,3.5296229019604075
ZD,3.526661401539304
AU,3.5264554763261744
BU,3.5253941958238895
GU,3.525325715245984
GJ,3.524253807701989
NZ,3.5234527324573053
QK,3.522100834369179
MP,3.5215853419823806
EB,3.520926455280931
EP,3.5189348513019127
ZP,3.516243325092013
NJ,3.51578271538216
NB,3.5155199075338706
VU,3.5151776428438666
CI,3.5144387076636967
LV,3.513872757645547
XJ,3.512698161555957
KU,3.512253055883383
EZ,3.5107219708620336
UL,3.507558247745935
JD,3.5061163360848866
CD,3.5059354925798583
XB,3.504888430114024
BL,3.5040470504782
EK,3.503240514123023
AB,3.5026450173650723
MG,3.502023974681715
EG,3.4995879991397287
CL,3.4995242333474548
ZE,3.4992724042592798
KX,3.498846282914941
PR,3.4983172441525654
XC,3.4971494444772713
XK,3.492386602649149
GA,3.490852277072993
NC,3.4902961802208825
IJ,3.490215208747159
XZ,3.489358307982016
GG,3.4890890681944082
IU,3.488438568390403
LO,3.487849171350893
VB,3.486611719146871
UX,3.4862976605346296
JU,3.4860866067243235
EV,3.4839655467709263
BO,3.4838685069095727
VP,3.482569567151124
IP,3.4823937963558733
AP,3.4763273495348264
ZX,3.4744448556640624
VI,3.4713397005951436
EM,3.4671529609771374
DA,3.4626665939514996
HU,3.4624092010177008
CZ,3.461968812229509
KD,3.459629198066414
AV,3.455754404889773
EX,3.4550907955659302
XU,3.4547576579928068
UR,3.454327733851917
AC,3.452820222913062
NY,3.451436596471523
KA,3.4489918462203337
EC,3.4458214503635896
JI,3.4418123916484884
IR,3.4410958914989296
UI,3.4409762979641307
IX,3.438421486335524
XI,3.4378267894833576
UU,3.4373995593056508
BE,3.4307963144606006
DE,3.430028718456503
BB,3.428313857409401
CN,3.4173686456228167
PE,3.414590380245751
EA,3.414094815743245
VA,3.4113389953692925
NK,3.410828990011994
KB,3.409556921415954
GB,3.407633773071037
AD,3.404945118225198
KG,3.4008671438638443
UA,3.399746499786694
AK,3.396816695150277
NI,3.3959744667995015
IK,3.3936361627388556
AI,3.3932264362545466
IT,3.384899835212413
AT,3.3829565290647547
LD,3.377887985928268
KE,3.377190395739365
KI,3.3762105575726085
PP,3.3704295946590848
MU,3.3661920161231764
ID,3.35998001275739
CC,3.3585012122349336
US,3.3570953314884133
UN,3.355578132959656
ZV,3.3538015460222
PA,3.353622535292277
BA,3.3487226759431925
SE,3.3462719290477474
AX,3.3461697892515043
EE,3.345807976908683
ET,3.3451475121857
CK,3.34442307128679
EI,3.3441239048301106
ED,3.344101865941471
UM,3.343208326228103
IM,3.339774418302558
IS,3.337968533132584
KY,3.33571821124502
ME,3.3345009995369144
RP,3.3326550645879744
AM,3.3302361657010873
GE,3.3274473536457765
AR,3.327055596772659
IC,3.3264977283942496
RE,3.3215765721496577
IL,3.3185328912445877
LA,3.3123305807540366
RI,3.312253504705924
LI,3.311432462824662
NN,3.302645676457303
UE,3.2977429565045737
LE,3.2944911161976553
NT,3.2877914951434097
YI,3.2782266338066672
ND,3.277330353208124
AS,3.2762310651947453
CE,3.275075303424968
ZZ,3.271555900089949
ML,3.2697625833759685
RA,3.265625886676623
TE,3.2649378352415406
IV,3.2642144528309696
TC,3.2635135440719165
IE,3.2615616158347494
HK,3.2602551915645828
HA,3.2581224310526786
YJ,3.2536577272642053
HG,3.250755839001977
VE,3.2425438776757125
NE,3.23167670028829
MM,3.2311510552850233
TU,3.218486465229838
QQ,3.2057380754462916
FA,3.2037085079800094
NA,3.1965559611219594
MA,3.1895525930553204
MI,3.1887529615926695
SH,3.1800085212138844
RC,3.1762598967734266
